"last_name, first_name","player_id","year","pa","k_percent","bb_percent","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","pitch_count_fastball","pitch_count_breaking","pitch_count","whiff_percent","swing_percent"
"Urías, Luis",649966,2021,570,20.4,11.1,".340",".333",34.9,9.3,40.5,"99.110538783","93.797357825",1368,606,2278,22.8,46.3
"Torres, Gleyber",650402,2021,516,20.2,9.7,".307",".331",37.1,7.8,35.7,"98.748265196","93.463817961",1188,593,2078,26.3,46.7
"Díaz, Yandy",650490,2021,541,15.7,12.8,".325",".332",28.9,7,40.6,"101.639064531","95.019968229",1306,456,2031,19.3,42.6
"Chapman, Matt",656305,2021,622,32.5,12.9,".311",".321",32.1,13.7,41.7,"101.114826012","94.75382",1700,643,2675,32.7,44.6
"Mullins, Cedric",656775,2021,675,18.5,8.7,".372",".344",35.7,8.1,39.4,"99.369452076","93.977727373",1574,616,2588,20.8,46.3
"Smith, Pavin",656976,2021,545,19.4,7.7,".318",".312",33.6,5.1,42.7,"100.06822449","94.188626913",1169,591,2076,17.3,42.1
"Verdugo, Alex",657077,2021,604,15.9,8.4,".334",".342",34.9,7.3,43.3,"100.363833673","94.50134427",1403,456,2346,17.7,44.7
"Moncada, Yoán",660162,2021,616,25.5,13.6,".347",".353",40,8.2,41.2,"100.949227444","94.870101083",1580,530,2596,28.1,42.6
"Ohtani, Shohei",660271,2021,639,29.6,15,".393",".408",35.4,22.3,53.6,"105.900177151","97.802022297",1304,679,2594,35.1,45.8
"Riley, Austin",663586,2021,662,25.4,7.9,".379",".366",36.5,13.3,45.6,"102.871134252","95.650249087",1484,771,2595,28.3,50.2
"Mountcastle, Ryan",663624,2021,586,27.5,7,".335",".326",38.9,11.8,39.7,"100.499725842","94.394270947",1253,684,2295,31.6,55.1
"Tucker, Kyle",663656,2021,567,15.9,9.3,".383",".396",42,11.6,47.5,"100.838759238","95.0535942",1205,509,2180,20.3,52.5
"India, Jonathan",663697,2021,631,22.3,11.3,".363",".352",33.6,9.6,38.6,"99.492120758","93.903783494",1491,789,2643,25.1,39
"Grisham, Trent",663757,2021,527,22.6,10.2,".320",".305",31,5.2,36.8,"99.288052118","93.873059115",1471,412,2168,21.7,40.5
"Lowe, Nathaniel",663993,2021,642,25.2,12.5,".337",".323",31.4,9.5,45.5,"101.920030352","95.281020854",1826,481,2691,23.5,44.7
"Happ, Ian",664023,2021,535,29.2,11.6,".328",".317",30.8,10.9,41.3,"100.682785163","94.566082557",1350,517,2250,32.3,43.9
"France, Ty",664034,2021,650,16.3,7.1,".353",".346",35.9,6.8,38.9,"99.630842766","93.91855583",1420,638,2394,19.1,50.3
"Lowe, Brandon",664040,2021,615,27.2,11.1,".363",".357",37.2,14,43.1,"100.943196413","94.724953913",1197,679,2339,32.8,52.5
"Fletcher, David",664058,2021,665,9,4.7,".273",".280",30.4,0,15.7,"92.661183488","90.514600036",1428,523,2218,9.5,46.5
"Straw, Myles",664702,2021,638,19,10.5,".311",".303",42.6,1.3,26.2,"95.725614253","91.886357172",1734,663,2653,13.6,40.4
"Walsh, Jared",665120,2021,585,26,8.2,".357",".326",33.6,11.3,41.3,"101.660333632","94.949250264",1272,611,2256,26.1,49.3
"Tatis Jr., Fernando",665487,2021,546,28,11.4,".403",".407",33.1,21.3,55.6,"105.698422927","97.793088537",1180,589,2141,34.8,51.5
"Guerrero Jr., Vladimir",665489,2021,698,15.8,12.3,".419",".421",33.7,15.1,55.2,"106.811861538","98.446351968",1416,651,2509,27.8,47.3
"Soto, Juan",665742,2021,654,14.2,22.2,".420",".429",29.7,13.3,52.7,"104.58028599","97.062348402",1470,628,2601,20,35
"Chisholm Jr., Jazz",665862,2021,507,28.6,6.7,".312",".307",29,9,42,"100.832046938","94.723985799",1080,612,2040,29.9,47.2
"Bichette, Bo",666182,2021,690,19.9,5.8,".354",".350",33.5,9.9,47.5,"102.637648103","95.817675415",1587,668,2609,22.3,57.8
"Carlson, Dylan",666185,2021,619,24.6,9.2,".336",".322",40.6,7,31.1,"97.425225408","92.83641898",1373,634,2530,27.9,45
"García, Adolis",666969,2021,622,31.2,5.1,".314",".299",29.4,11.5,45.5,"101.116772974","95.023074923",1435,594,2508,34.2,54.1
"Gurriel Jr., Lourdes",666971,2021,541,18.9,5.9,".333",".339",35.8,9.6,43,"100.4470094","94.556565915",1230,535,2072,24.2,50.9
"Arozarena, Randy",668227,2021,604,28.1,9.3,".350",".300",29.7,8.2,42.3,"101.268214833","94.942033565",1257,769,2479,32.6,44.2
"Reynolds, Bryan",668804,2021,646,18.4,11.6,".385",".386",39.9,10.4,40.8,"100.899979412","94.776504943",1275,676,2493,23.9,48.9
"Rojas, Josh",668942,2021,550,24.9,10.5,".327",".295",40.7,4.8,31.1,"97.144273046","92.673279109",1338,586,2316,23.6,42.2
"Edman, Tommy",669242,2021,691,13.7,5.5,".301",".316",31.5,4.2,35.1,"98.07999625","93.108010092",1557,561,2612,14.9,47.4
"Solak, Nick",669256,2021,511,20.9,6.7,".299",".299",29.3,6.5,33.5,"98.209109143","93.137323639",1153,563,2054,24.8,46
"Hays, Austin",669720,2021,529,20.2,5.3,".328",".316",32.2,9.1,39.2,"99.72384466","93.967000942",1044,575,1957,24.6,46.4
"Lopez, Nicky",670032,2021,565,13.1,8.7,".329",".283",27.6,0.7,26.9,"95.857798365","91.988841157",1325,471,2126,15.7,45.1
"Alvarez, Yordan",670541,2021,598,24.2,8.4,".369",".386",37.2,15.9,54.2,"104.437748426","97.123948655",1293,637,2397,22.7,43.1
"Cruz, Nelson",443558,2022,507,23.5,9.7,".292",".320",28,9.3,46.1,"102.29838061","95.468978262",1102,592,1992,32,50.8
"Blackmon, Charlie",453568,2022,577,18.9,5.5,".317",".301",36.7,4.4,30.6,"97.426435333","92.732128429",1293,429,2085,21.4,51.5
"McCutchen, Andrew",457705,2022,580,21.4,9.8,".309",".322",36.2,8.6,40,"99.92693269","94.143160838",1381,653,2364,24.2,44.9
"Turner, Justin",457759,2022,532,16.7,9.4,".343",".339",40.6,8,40.6,"99.002545648","93.736858523",1357,500,2144,20.3,48.2
"Andrus, Elvis",462101,2022,577,15.9,6.8,".310",".293",29.1,4.5,34.8,"98.336003699","93.236647643",1169,700,2252,21.4,45.6
"Santana, Carlos",467793,2022,506,17.4,14,".308",".352",31.6,9.3,44.9,"100.993708488","94.851060233",1127,480,2066,21.3,42.6
"Gurriel, Yuli",493329,2022,584,12.5,5.1,".285",".271",30.3,1.9,35.6,"98.291200127","93.270425297",1220,543,2116,14.3,48.5
"Rojas, Miguel",500743,2022,507,12,5.1,".268",".289",33.1,1.9,27.1,"96.249960631","92.126001845",1049,527,1816,15.8,47.9
"Escobar, Eduardo",500871,2022,542,23.8,7.4,".311",".314",38.7,9.4,37.6,"99.290072903","93.799689784",1211,470,2089,27.7,52.4
"Pham, Tommy",502054,2022,622,26.8,9,".304",".311",33.2,7.9,48.5,"102.514437436","95.778101436",1434,693,2505,26,42
"Martinez, J.D.",502110,2022,596,24.3,8.7,".343",".349",42,12.5,41.7,"100.92394699","94.707836352",1363,653,2389,30.1,51.9
"Goldschmidt, Paul",502671,2022,651,21.7,12.1,".419",".367",31.8,11.6,47.4,"102.244608246","95.440152299",1502,843,2701,26.8,41.7
"Altuve, Jose",514888,2022,604,14.4,10.9,".397",".354",35.4,7.7,29.7,"97.300246419","92.671072541",1204,666,2308,16.3,44.3
"Hernández, César",514917,2022,617,18.5,7.3,".283",".290",33.3,2.4,29.7,"96.449267051","92.257329931",1437,462,2368,21,47.5
"Marte, Starling",516782,2022,505,19.2,5.1,".355",".336",38.5,6.8,33.9,"99.153544837","93.595179373",1104,510,1920,24.3,49.8
"Donaldson, Josh",518626,2022,546,27.1,9.9,".302",".299",34.8,9.8,43.3,"100.977600417","94.867949761",1123,606,2176,33.3,47.3
"Freeman, Freddie",518692,2022,708,14.4,11.9,".393",".400",42.9,9.9,47.8,"100.761588016","95.094269494",1562,668,2755,19.5,49.3
"LeMahieu, DJ",518934,2022,541,13.1,12.4,".329",".344",32.8,5.3,41.1,"99.499628485","94.048075494",1397,431,2152,15.7,39.5
"Rizzo, Anthony",519203,2022,548,18.4,10.6,".352",".349",33.9,10.9,40.8,"99.612268626","94.102554011",1150,453,2112,22.8,46.1
"Flores, Wilmer",527038,2022,602,17.1,9.8,".312",".310",35.7,6.3,35.4,"97.672013814","92.963528089",1359,672,2426,18.9,45.6
"Ozuna, Marcell",542303,2022,507,24.1,6.1,".298",".334",31.8,13.1,43.8,"101.775141886","95.035047714",1076,632,2023,28.7,49.4
"Aguilar, Jesús",542583,2022,507,23.5,5.5,".288",".298",39.7,6.9,36,"98.459753543","93.301003066",1165,649,2078,27,49.5
"Cron, C.J.",543068,2022,632,25.9,6.8,".335",".320",36.8,10.8,42.3,"101.410198894","94.867484771",1518,606,2500,24.3,47.7
"Semien, Marcus",543760,2022,724,16.6,7.3,".317",".306",32.4,6.8,34.9,"97.838624343","93.00847117",1514,800,2776,20.6,47.2
"Springer, George",543807,2022,583,17.2,9.3,".352",".342",31.8,8.4,42.3,"101.320507081","94.768491799",1240,525,2175,28.2,50.9
"Grichuk, Randal",545341,2022,538,23.6,4.5,".315",".281",27.3,6.8,43.6,"101.601495926","95.066145714",1168,520,1977,24.7,50.6
"Abreu, José",547989,2022,679,16.2,9.1,".361",".373",34.5,9.5,51.8,"102.953606518","96.20270568",1589,759,2730,23.2,47.3
"Suárez, Eugenio",553993,2022,629,31.2,11.6,".344",".339",36.4,14.8,43.5,"100.691818466","94.681885812",1478,726,2617,33.1,41.8
"Urshela, Gio",570482,2022,551,17.4,7.4,".332",".323",38.6,7,37.6,"99.120552402","93.736875907",1098,620,2017,21.4,53.1
"Schoop, Jonathan",570731,2022,510,21,3.7,".245",".268",29.1,4.8,38.6,"99.967628556","93.993791257",983,549,1789,28.2,55.5
"Arenado, Nolan",571448,2022,620,11.6,8.4,".381",".339",35.4,8.2,38.9,"99.558566721","93.952810862",1274,722,2330,19.1,48.4
"Farmer, Kyle",571657,2022,583,17,5.7,".309",".311",37.7,4.4,33.8,"97.050252093","92.534027326",1262,606,2145,19.4,50.3
"Muncy, Max",571970,2022,565,25,15.9,".318",".339",34.3,13.4,45.6,"100.488456196","94.680756043",1251,743,2436,26.1,38.6
"Pollock, AJ",572041,2022,527,18.6,6.1,".297",".317",32.9,9.4,42,"100.414319188","94.34853632",935,539,1837,24.7,53.6
"Voit, Luke",572228,2022,568,31.5,9.7,".311",".322",34.6,14.7,44.3,"101.411871585","94.98573844",1137,691,2248,37.6,52
"Walker, Christian",572233,2022,667,19.6,10.3,".346",".359",33.3,11.5,44,"101.466371179","95.00141326",1372,762,2543,24.6,44.7
"Yastrzemski, Mike",573262,2022,558,25.3,10.9,".307",".314",36.2,11.1,42.5,"99.830966069","94.251098237",1361,623,2349,22.7,42.9
"Canha, Mark",592192,2022,542,17.9,8.9,".343",".323",32.2,4.9,36.6,"98.317698315","93.261380654",1274,595,2218,22.2,42.9
"Castellanos, Nick",592206,2022,558,23.3,5.2,".304",".302",36.9,6.6,35.1,"98.393032843","93.293370431",968,702,2066,32.2,57
"Drury, Brandon",592273,2022,568,22.2,6.7,".350",".316",34.8,10.4,42.2,"100.586892132","94.438998321",1305,636,2242,21.5,45.9
"Judge, Aaron",592450,2022,696,25.1,15.9,".458",".463",39,26.5,61.9,"107.110072714","99.053359221",1485,764,2906,29.8,42.7
"Machado, Manny",592518,2022,644,20.7,9.8,".382",".338",36.7,9.8,49,"102.622706786","95.790495526",1421,599,2371,24.9,50.8
"Realmuto, J.T.",592663,2022,562,21.2,7.3,".354",".351",35.6,11.3,47.2,"101.252893641","95.157569177",1219,652,2193,25.7,49
"Renfroe, Hunter",592669,2022,522,23.2,7.5,".347",".323",32.7,10.9,43.6,"101.645981292","95.173188394",1062,624,2027,27,47.8
"Yelich, Christian",592885,2022,671,24.1,13.1,".328",".335",30.3,8.2,48.6,"102.984892126","96.020852446",1646,720,2747,25.1,43.2
"Merrifield, Whit",593160,2022,550,15.5,6.9,".294",".288",37.9,4.2,31.1,"96.383459857","92.27510481",1155,575,2017,19.4,50.9
"Bogaerts, Xander",593428,2022,631,18.7,9,".363",".323",30.3,6.5,39.5,"99.97943964","94.08380455",1371,686,2500,24.8,45.7
"Profar, Jurickson",595777,2022,658,15.7,11.1,".320",".315",34.7,4,34.3,"97.859468559","92.98708518",1597,668,2790,18.8,43.6
"Báez, Javier",595879,2022,590,24.9,4.4,".291",".281",29.7,8,38,"99.689131182","93.890376232",954,717,2092,35.8,55.8
"Lindor, Francisco",596019,2022,706,18.8,8.4,".342",".331",29.2,8.3,41.3,"99.740565418","94.14308743",1591,762,2829,22.9,47.8
"Bell, Josh",605137,2022,647,15.8,12.5,".344",".346",30.7,7.2,40.8,"100.551357456","94.511584791",1368,517,2505,21.7,45.3
"Betts, Mookie",605141,2022,639,16.3,8.6,".373",".344",36.2,9.7,44.9,"99.954466043","94.497072751",1474,638,2428,16.5,44.2
"Hernández, Teoscar",606192,2022,535,28.4,6.4,".348",".351",36.3,15,53.3,"103.420419483","96.496717867",1139,604,2082,35.1,48.8
"Marte, Ketel",606466,2022,558,18.1,9.9,".317",".315",31.6,6.1,41.9,"101.202754619","94.845027056",1085,580,2159,20.7,46.1
"Nimmo, Brandon",607043,2022,673,17.2,10.5,".353",".338",28.1,7,39.8,"100.251301732","94.354698482",1803,595,2781,19.6,43.8
"Turner, Trea",607208,2022,708,18.5,6.4,".350",".335",35.3,7.6,41.6,"100.188198893","94.238854962",1413,849,2720,26.3,51.2
"Ramírez, José",608070,2022,685,12,10.1,".363",".320",33.7,6.6,36.9,"98.871944811","93.503434175",1397,655,2742,15.3,46.3
"Bregman, Alex",608324,2022,656,11.7,13.3,".358",".350",36.2,7.3,37.8,"98.378645333","93.364139021",1449,633,2521,14.9,40.3
"Seager, Corey",608369,2022,663,15.5,8.7,".331",".370",38.4,10.5,45.5,"101.598305628","95.219542252",1048,667,2268,26.5,54.5
"Winker, Jesse",608385,2022,547,18.8,15.4,".313",".345",32,7.6,34.3,"98.674499266","93.339254492",1303,535,2229,19.9,43.3
"Swanson, Dansby",621020,2022,696,26.1,7,".337",".337",37,10.8,46.3,"100.839209567","94.810341952",1491,812,2751,30.7,49.4
"Correa, Carlos",621043,2022,590,20.5,10.3,".362",".360",35.3,11.4,44.7,"101.992873251","95.284200765",1373,707,2419,22,44.4
"Ward, Taylor",621493,2022,564,21.3,10.6,".362",".361",41.8,12.4,42.9,"100.184571947","94.439550026",1328,616,2297,22.3,41.4
"Wisdom, Patrick",621550,2022,534,34.3,9.9,".316",".295",29.8,14.2,46.3,"102.164032394","95.695873993",1194,717,2233,36.5,48.1
"Olson, Matt",621566,2022,699,24.3,10.7,".344",".347",33.8,13.6,50.9,"103.665099911","96.545680491",1621,779,2893,28.9,49.5
"Mateo, Jorge",622761,2022,533,27.6,5.1,".281",".272",35.5,6,32.7,"98.63578407","93.337279593",1043,599,1982,31.1,53.9
"Santander, Anthony",623993,2022,647,18.9,8.5,".336",".352",33.5,11.6,43.3,"101.330998114","94.979132939",1473,552,2618,21.5,47.7
"Alonso, Pete",624413,2022,685,18.7,9.8,".366",".353",34.5,12.3,44.8,"102.849215397","95.616516548",1475,652,2507,24.2,49.9
"Frazier, Adam",624428,2022,602,12.1,7.6,".274",".297",37.7,1.5,24.5,"95.048135872","91.524067936",1305,503,2191,14.4,48.7
"Cronenworth, Jake",630105,2022,684,19.2,10.2,".318",".303",32.3,5.6,34.1,"97.917362826","93.091918039",1708,561,2665,18,41.8
"Bellinger, Cody",641355,2022,550,27.3,6.9,".284",".278",34.4,8.3,38.1,"98.149983833","93.243694234",1334,561,2301,27.2,49.9
"Crawford, J.P.",641487,2022,603,13.3,11.3,".306",".315",32.4,2,29.7,"96.663647706","92.35483867",1495,553,2477,14.3,41.3
"Mancini, Trey",641820,2022,587,23,9,".312",".327",39.6,9.8,40.4,"100.078586134","94.256654381",1249,698,2368,27.4,48.1
"McMahon, Ryan",641857,2022,597,26.5,10.1,".326",".330",36.4,10.4,46.5,"102.094383676","95.689199432",1601,523,2559,28.2,45.2
"Tellez, Rowdy",642133,2022,599,20.2,10.4,".327",".349",31.4,12.9,46,"102.553838927","95.690567213",1272,635,2392,23.8,43.5
"Rosario, Amed",642708,2022,670,16.6,3.7,".311",".310",31.1,4.5,38.3,"99.690201132","93.991990529",1319,707,2395,21,53.1
"Adames, Willy",642715,2022,617,26.9,7.9,".325",".323",36.4,13,43.6,"100.099002736","94.300793591",1347,696,2466,28.2,49.6
"Estrada, Thairo",642731,2022,541,16.5,6.1,".317",".299",31.6,4.4,31.1,"97.092146345","92.54814231",1127,513,1945,20.3,49.2
"Benintendi, Andrew",643217,2022,521,14.8,10,".342",".334",39.2,5.1,38.7,"98.21078057","93.391636347",1133,458,1926,20.7,48.2
"Kemp, Tony",643393,2022,558,12.4,8.1,".287",".267",33.9,1.6,14.9,"93.050155144","90.545713639",1242,461,2047,13.4,48.9
"Kiner-Falefa, Isiah",643396,2022,531,13.6,6.6,".285",".290",29.6,1.2,30.1,"96.614692718","92.355143236",1155,471,1940,11.3,44.7
"McNeil, Jeff",643446,2022,589,10.4,6.8,".365",".323",39,2.7,30.2,"96.275278692","92.172015654",1277,439,2065,15.9,53.8
"Devers, Rafael",646240,2022,614,18.6,8.1,".373",".361",33.1,11.5,50.9,"103.784239231","96.704402472",1317,457,2232,28.2,54.6
"Arraez, Luis",650333,2022,603,7.1,8.3,".350",".333",38.7,3.6,30.2,"96.195004348","92.276757036",1484,543,2413,7.1,42.9
"Torres, Gleyber",650402,2022,572,22.6,6.8,".328",".319",36.2,10.7,45.3,"100.5348042","94.660057845",1166,624,2226,27.2,49.6
"Díaz, Yandy",650490,2022,558,10.8,14,".366",".365",30.7,4.8,49,"103.107838195","96.208559878",1324,478,2157,14.3,41.3
"Rengifo, Luis",650859,2022,511,15.5,3.3,".314",".296",31.1,5.4,33.6,"98.09743639","93.096324743",885,522,1818,21.5,55.7
"Chapman, Matt",656305,2022,621,27.4,11,".331",".341",34,12.9,51.2,"102.906606237","96.223630699",1623,633,2637,28.7,41.7
"Hoskins, Rhys",656555,2022,672,25.1,10.7,".345",".338",37.3,11.1,44.3,"100.842284953","94.804616643",1646,845,2897,25.7,41.9
"Mullins, Cedric",656775,2022,672,18.8,7,".315",".288",29.3,4.9,37.3,"98.895231356","93.569582691",1477,525,2460,22.2,51.3
"Schwarber, Kyle",656941,2022,669,29.9,12.9,".355",".375",35.4,20.1,54.4,"104.793857287","97.247555372",1597,789,2878,29.4,40.6
"Thomas, Lane",657041,2022,548,24.1,7.5,".308",".286",32.6,6.5,34.5,"98.449522283","93.255458474",1365,549,2204,21.1,44.1
"Verdugo, Alex",657077,2022,644,13.4,6.5,".319",".329",37.8,6,38.2,"99.112574241","93.706486823",1430,530,2490,15.5,45.3
"Ohtani, Shohei",660271,2022,666,24.2,10.8,".370",".383",35,16.8,49.8,"103.823624272","96.520363788",1318,577,2546,28.1,49.3
"Acuña Jr., Ronald",660670,2022,533,23.6,9.9,".335",".366",32.8,12.8,49.7,"103.759318129","96.440064282",1279,555,2162,24.9,47.9
"Varsho, Daulton",662139,2022,592,24.5,7.8,".323",".298",33.6,10.2,35.6,"99.211725904","93.6867316",1196,665,2321,25.3,50.6
"Hoerner, Nico",663538,2022,517,11,5.4,".320",".301",32.4,2.6,33.5,"97.678971875","92.920531108",916,562,1831,14.2,49.2
"Riley, Austin",663586,2022,693,24.2,8.2,".377",".378",37.7,15.7,50.8,"104.398300222","96.785171533",1479,748,2641,27.6,51.5
"Mountcastle, Ryan",663624,2022,609,25.3,7.1,".316",".362",39.5,15,46.3,"101.941494208","95.335163391",1253,708,2340,29.8,56.2
"Hayes, Ke'Bryan",663647,2022,560,21.8,8.6,".294",".300",30.6,3.9,46.8,"102.263213822","95.477046745",1259,680,2227,20.7,43.3
"Tucker, Kyle",663656,2022,609,15.6,9.7,".348",".353",34.4,10.2,42.4,"100.332560357","94.468288036",1216,565,2262,20,52.7
"Grisham, Trent",663757,2022,524,28.6,10.9,".280",".293",25.5,8.1,35.5,"99.46593125","93.84436934",1395,442,2219,26.2,38.7
"Rodgers, Brendan",663898,2022,581,17.4,7.9,".321",".326",31.3,7.2,45.9,"101.127645047","94.882864603",1225,519,2112,22.7,49.4
"Lowe, Nathaniel",663993,2022,645,22.8,7.4,".368",".344",34.1,9.9,44.8,"101.963916216","95.317229707",1599,612,2525,24.9,52.2
"Happ, Ian",664023,2022,641,23.2,9,".339",".306",29.2,6.5,40.4,"100.312408396","94.405566288",1407,582,2572,27.2,49
"France, Ty",664034,2022,613,15.3,5.7,".337",".321",34.8,5.4,36.8,"99.035163319","93.565264683",1284,595,2211,19.3,52.5
"Straw, Myles",664702,2022,596,14.6,9.1,".257",".275",34.1,0.7,26.5,"95.486124533","91.784236481",1530,585,2360,12.6,40.5
"Bohm, Alec",664761,2022,631,17.4,4.9,".310",".333",37.7,6.8,43,"100.649873374","94.552579815",1375,602,2301,21.1,51.2
"Brown, Seth",664913,2022,555,26.3,9.2,".323",".338",34.9,13,41.4,"101.723429266","95.001222068",986,647,2198,29.6,48.3
"Peña, Jeremy",665161,2022,558,24.2,3.9,".309",".304",32.9,9.7,36.7,"99.803563646","93.99255276",973,624,2004,29.7,55.2
"Guerrero Jr., Vladimir",665489,2022,706,16.4,8.2,".351",".351",27.9,11.2,50.4,"105.507038582","97.328619789",1394,646,2596,24.4,49.7
"Soto, Juan",665742,2022,664,14.5,20.3,".376",".401",28.5,12.4,47.4,"102.236934112","95.653888852",1477,700,2765,19.4,35.5
"Giménez, Andrés",665926,2022,557,20.1,6.1,".364",".326",31.3,6.2,37.8,"99.022592","93.615976351",1142,543,2044,26.4,53.7
"Bichette, Bo",666182,2022,697,22.2,5.9,".347",".330",33.3,9.6,50.3,"102.743171296","96.003278846",1489,614,2522,23,55.9
"García, Adolis",666969,2022,657,27.9,6.1,".324",".322",36.9,12.9,47.4,"102.368780141","95.786867388",1508,642,2537,33.5,53.5
"Arozarena, Randy",668227,2022,645,24.2,7.1,".336",".297",28.2,7.9,41,"101.17822","94.772195116",1316,773,2527,28.7,46.1
"Reynolds, Bryan",668804,2022,614,23,9.1,".349",".329",35.5,7.9,42.9,"100.882578564","94.722792556",1243,542,2303,27.8,50.4
"Rojas, Josh",668942,2022,510,19.2,10.8,".326",".305",33.5,4.5,36.1,"98.050444128","93.265048338",1128,518,2033,22.3,41
"Melendez, MJ",669004,2022,534,24.5,12.4,".310",".332",31,10.4,43.5,"100.595888323","94.716383713",1222,496,2196,27.8,44.6
"Murphy, Sean",669221,2022,612,20.3,9.2,".331",".344",34.7,10.5,41.4,"101.085158756","94.706891435",1222,761,2372,24,49.3
"Edman, Tommy",669242,2022,630,17.6,7.3,".318",".308",31.6,6.2,37.8,"98.931648319","93.598664536",1364,456,2328,20.6,47
"Smith, Will",669257,2022,578,16.6,9.7,".349",".349",36.8,10.3,43,"99.764565096","94.188464255",1296,730,2373,19.3,42.6
"Hays, Austin",669720,2022,582,19.6,5.8,".314",".298",32.3,5.2,37.7,"98.997922429","93.543165976",1115,603,2051,23.5,51
"Alvarez, Yordan",670541,2022,561,18.9,13.9,".427",".460",40.7,21,59.8,"105.676985081","98.195923324",1261,541,2195,23.5,42.7
"Kirk, Alejandro",672386,2022,541,10.7,11.6,".347",".351",32,6.7,45.4,"101.053304663","94.989537614",1297,561,2200,15.4,41
"Kim, Ha-Seong",673490,2022,582,17.2,8.8,".313",".309",34,4.2,32.4,"97.647567656","92.869312734",1396,649,2359,19.1,43.3
"Rodríguez, Julio",677594,2022,560,25.9,7.1,".366",".337",32.7,13.1,50.7,"103.718795769","96.379006446",1052,625,2084,30.4,50.2
"Witt Jr., Bobby",677951,2022,632,21.4,4.7,".311",".313",32.5,8.7,38.6,"100.836506783","94.527115512",1372,610,2332,25.2,51.8
"Kwan, Steven",680757,2022,638,9.4,9.7,".341",".312",34.6,1.4,20.8,"94.219058287","91.134248486",1659,547,2643,9,38.1
"Vaughn, Andrew",683734,2022,555,17.3,5.6,".327",".319",34.1,7.9,48.6,"101.162950291","95.12858284",1104,611,2087,21,47
"Turner, Justin",457759,2023,626,17.6,8.1,".346",".336",36.8,5.7,39,"98.567368238","93.587032225",1677,580,2670,17.5,45
"Santana, Carlos",467793,2023,619,16.8,10.5,".323",".308",31.3,6.7,36.4,"99.367236","93.791213073",1359,569,2463,22.1,45.3
"Goldschmidt, Paul",502671,2023,687,23.4,12.7,".350",".367",35.6,12,50.8,"102.40959555","95.767792759",1676,757,2847,27.5,44
"Freeman, Freddie",518692,2023,730,16.6,9.9,".411",".406",46.6,11.1,42.2,"100.590638269","94.617661541",1534,707,2753,20.4,51
